[15:03:31] [2J[HCONTAINER ID   NAME                                                                                                                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
[15:03:31]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:31] c749ab6484ff   peer1.org1.identity.com                                                                                               4.38%     145.8MiB / 15.49GiB   0.92%     2.45GB / 3.82GB   22.9MB / 576MB    15
[15:03:31]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:31] 6e440a11eb1b   peer1.org3.identity.com.couchdb                                                                                       1.72%     86.91MiB / 15.49GiB   0.55%     72.3MB / 75.1MB   98.6MB / 1.9GB    35
[15:03:31] ab4dcccc1078   peer2.org2.identity.com.couchdb                                                                                       1.93%     87.65MiB / 15.49GiB   0.55%     86.8MB / 90.4MB   105MB / 2.28GB    35
[15:03:31]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:31]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:31]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32] [2J[HCONTAINER ID   NAME                                                                                                                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32] 3b0fdb8b1df2   explorerdb.network2                                                                                                   0.17%     50.87MiB / 15.49GiB   0.32%     190MB / 637MB     7.05MB / 1.34GB   9
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32] 934735486d7b   dev-peer1.org2.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   --        -- / --               --        --                --                --
[15:03:32] 74758e0a679d   dev-peer1.org1.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   0.01%     6.406MiB / 2GiB       0.31%     21.4MB / 16.6MB   4.3MB / 0B        12
[15:03:32] 581d41f04dcc   dev-peer2.org3.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   0.01%     6.641MiB / 2GiB       0.32%     42.9MB / 21.7MB   3.98MB / 0B       12
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32] 35431a70e963   dev-peer1.org1.identity.com-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26               0.00%     4.945MiB / 2GiB       0.24%     3.56MB / 3.82MB   2.02MB / 0B       12
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32] 325f2e21fedb   dev-peer2.org1.identity.com-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26               --        -- / --               --        --                --                --
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32] 80356d8579e7   orderer3.identity.com                                                                                                 --        -- / --               --        --                --                --
[15:03:32] 0d70ef5caadc   orderer2.identity.com                                                                                                 0.88%     42.87MiB / 15.49GiB   0.27%     1.46GB / 1.53GB   5.59MB / 274MB    15
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32] a0c0c45b9872   peer2.org3.identity.com                                                                                               3.75%     136.6MiB / 15.49GiB   0.86%     2.24GB / 2.26GB   14.3MB / 513MB    15
[15:03:32] 8faec6f34f3c   peer1.org3.identity.com                                                                                               --        -- / --               --        --                --                --
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32] 5e74419647c4   peer1.org2.identity.com                                                                                               3.99%     141.2MiB / 15.49GiB   0.89%     2.29GB / 2.31GB   22MB / 572MB      16
[15:03:32] 865404ecb048   peer2.org1.identity.com                                                                                               3.99%     144.6MiB / 15.49GiB   0.91%     2.32GB / 2.25GB   25.2MB / 575MB    15
[15:03:32] c749ab6484ff   peer1.org1.identity.com                                                                                               4.38%     145.8MiB / 15.49GiB   0.92%     2.45GB / 3.82GB   22.9MB / 576MB    15
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32] 6e440a11eb1b   peer1.org3.identity.com.couchdb                                                                                       1.72%     86.91MiB / 15.49GiB   0.55%     72.3MB / 75.1MB   98.6MB / 1.9GB    35
[15:03:32] ab4dcccc1078   peer2.org2.identity.com.couchdb                                                                                       1.93%     87.65MiB / 15.49GiB   0.55%     86.8MB / 90.4MB   105MB / 2.28GB    35
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32] [2J[HCONTAINER ID   NAME                                                                                                                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32] 3b0fdb8b1df2   explorerdb.network2                                                                                                   0.17%     50.87MiB / 15.49GiB   0.32%     190MB / 637MB     7.05MB / 1.34GB   9
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32] b8a8246aec46   dev-peer2.org1.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   0.01%     6.324MiB / 2GiB       0.31%     86.8MB / 32.7MB   3.76MB / 0B       12
[15:03:32] 934735486d7b   dev-peer1.org2.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   --        -- / --               --        --                --                --
[15:03:32] 74758e0a679d   dev-peer1.org1.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   0.01%     6.406MiB / 2GiB       0.31%     21.4MB / 16.6MB   4.3MB / 0B        12
[15:03:32] 581d41f04dcc   dev-peer2.org3.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   0.01%     6.641MiB / 2GiB       0.32%     42.9MB / 21.7MB   3.98MB / 0B       12
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32] 35431a70e963   dev-peer1.org1.identity.com-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26               0.00%     4.945MiB / 2GiB       0.24%     3.56MB / 3.82MB   2.02MB / 0B       12
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32] 325f2e21fedb   dev-peer2.org1.identity.com-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26               --        -- / --               --        --                --                --
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32] 80356d8579e7   orderer3.identity.com                                                                                                 --        -- / --               --        --                --                --
[15:03:32] 0d70ef5caadc   orderer2.identity.com                                                                                                 0.88%     42.87MiB / 15.49GiB   0.27%     1.46GB / 1.53GB   5.59MB / 274MB    15
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32] a0c0c45b9872   peer2.org3.identity.com                                                                                               3.75%     136.6MiB / 15.49GiB   0.86%     2.24GB / 2.26GB   14.3MB / 513MB    15
[15:03:32] 8faec6f34f3c   peer1.org3.identity.com                                                                                               --        -- / --               --        --                --                --
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32] 5e74419647c4   peer1.org2.identity.com                                                                                               3.99%     141.2MiB / 15.49GiB   0.89%     2.29GB / 2.31GB   22MB / 572MB      16
[15:03:32] 865404ecb048   peer2.org1.identity.com                                                                                               3.99%     144.6MiB / 15.49GiB   0.91%     2.32GB / 2.25GB   25.2MB / 575MB    15
[15:03:32] c749ab6484ff   peer1.org1.identity.com                                                                                               4.38%     145.8MiB / 15.49GiB   0.92%     2.45GB / 3.82GB   22.9MB / 576MB    15
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32] 6e440a11eb1b   peer1.org3.identity.com.couchdb                                                                                       --        -- / --               --        --                --                --
[15:03:32] ab4dcccc1078   peer2.org2.identity.com.couchdb                                                                                       1.93%     87.65MiB / 15.49GiB   0.55%     86.8MB / 90.4MB   105MB / 2.28GB    35
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:32]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:33] [2J[HCONTAINER ID   NAME                                                                                                                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
[15:03:33]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:33] 3b0fdb8b1df2   explorerdb.network2                                                                                                   0.17%     50.87MiB / 15.49GiB   0.32%     190MB / 637MB     7.05MB / 1.34GB   9
[15:03:33]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:33] b8a8246aec46   dev-peer2.org1.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   0.01%     6.324MiB / 2GiB       0.31%     86.8MB / 32.7MB   3.76MB / 0B       12
[15:03:33] 934735486d7b   dev-peer1.org2.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   --        -- / --               --        --                --                --
[15:03:33] 74758e0a679d   dev-peer1.org1.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   0.01%     6.406MiB / 2GiB       0.31%     21.4MB / 16.6MB   4.3MB / 0B        12
[15:03:33] 581d41f04dcc   dev-peer2.org3.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   --        -- / --               --        --                --                --
[15:03:33]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:33] 35431a70e963   dev-peer1.org1.identity.com-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26               --        -- / --               --        --                --                --
[15:03:33]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:33]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:33] 325f2e21fedb   dev-peer2.org1.identity.com-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26               --        -- / --               --        --                --                --
[15:03:33]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:33] a46281cd51fc   dev-peer1.org3.identity.com-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26               0.00%     4.543MiB / 2GiB       0.22%     3.55MB / 3.81MB   2.49MB / 0B       12
[15:03:33]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:33] d9e8b09ffdd3   ca1.org3.identity.com                                                                                                 0.00%     4.016MiB / 15.49GiB   0.03%     114kB / 0B        69.6kB / 352kB    13
[15:03:33]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:33] 55e5f3ae2c46   ca1.org1.identity.com                                                                                                 0.00%     4.027MiB / 15.49GiB   0.03%     113kB / 0B        852kB / 352kB     13
[15:03:33] 80356d8579e7   orderer3.identity.com                                                                                                 --        -- / --               --        --                --                --
[15:03:33] 0d70ef5caadc   orderer2.identity.com                                                                                                 --        -- / --               --        --                --                --
[15:03:33]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:33] a0c0c45b9872   peer2.org3.identity.com                                                                                               3.75%     136.6MiB / 15.49GiB   0.86%     2.24GB / 2.26GB   14.3MB / 513MB    15
[15:03:33] 8faec6f34f3c   peer1.org3.identity.com                                                                                               --        -- / --               --        --                --                --
[15:03:33]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:33] 5e74419647c4   peer1.org2.identity.com                                                                                               3.99%     141.2MiB / 15.49GiB   0.89%     2.29GB / 2.31GB   22MB / 572MB      16
[15:03:33] 865404ecb048   peer2.org1.identity.com                                                                                               3.99%     144.6MiB / 15.49GiB   0.91%     2.32GB / 2.25GB   25.2MB / 575MB    15
[15:03:33] c749ab6484ff   peer1.org1.identity.com                                                                                               --        -- / --               --        --                --                --
[15:03:33]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:33] 6e440a11eb1b   peer1.org3.identity.com.couchdb                                                                                       --        -- / --               --        --                --                --
[15:03:33] ab4dcccc1078   peer2.org2.identity.com.couchdb                                                                                       1.93%     87.65MiB / 15.49GiB   0.55%     86.8MB / 90.4MB   105MB / 2.28GB    35
[15:03:33]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:33]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:33]                --                                                                                                                    --        -- / --               --        --                --                --
[15:03:33] [2J[HCONTAINER ID   NAME                                                                                                                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
[15:03:33] 18bb2f15dfb7   explorer.network2                                                                                                     0.33%     106.5MiB / 15.49GiB   0.67%     2.33GB / 733MB    65.5MB / 334MB   35
[15:03:33] 3b0fdb8b1df2   explorerdb.network2                                                                                                   --        -- / --               --        --                --               --
[15:03:33] ec7b8640253d   dev-peer1.org3.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   0.01%     6.117MiB / 2GiB       0.30%     65.7MB / 27.8MB   3.7MB / 0B       13
[15:03:33] b8a8246aec46   dev-peer2.org1.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   0.01%     6.324MiB / 2GiB       0.31%     86.8MB / 32.7MB   3.76MB / 0B      12
[15:03:33] 934735486d7b   dev-peer1.org2.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   --        -- / --               --        --                --               --
[15:03:33] 74758e0a679d   dev-peer1.org1.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   0.01%     6.406MiB / 2GiB       0.31%     21.4MB / 16.6MB   4.3MB / 0B       12
[15:03:33] 581d41f04dcc   dev-peer2.org3.identity.com-identitychaincode2_1.0-db01f16dbc530a8776093f66fbf782e845f2199fef5f922b5aab794c305ca310   --        -- / --               --        --                --               --
[15:03:33]                --                                                                                                                    --        -- / --               --        --                --               --
[15:03:33] 35431a70e963   dev-peer1.org1.identity.com-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26               --        -- / --               --        --                --               --
[15:03:33]                --                                                                                                                    --        -- / --               --        --                --               --
[15:03:33]                --                                                                                                                    --        -- / --               --        --                --               --
[15:03:33] 325f2e21fedb   dev-peer2.org1.identity.com-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26               --        -- / --               --        --                --               --
[15:03:33]                --                                                                                                                    --        -- / --               --        --                --               --
[15:03:33] a46281cd51fc   dev-peer1.org3.identity.com-simple_1.0-9f3cb6e6005e8d60de01867e01d785ddf3b969869223a87107792a9614841f26               0.00%     4.543MiB / 2GiB       0.22%     3.55MB / 3.81MB   2.49MB / 0B      12
[15:03:33]                --                                                                                                                    --        -- / --               --        --                --               --
[15:03:33] d9e8b09ffdd3   ca1.org3.identity.com                                                                                                 0.00%     4.016MiB / 15.49GiB   0.03%     114kB / 0B        69.6kB / 352kB   13
[15:03:33] 6df00249836c   ca1.org2.identity.com                                                                                                 0.00%     3.895MiB / 15.49GiB   0.02%     113kB / 0B        127kB / 352kB    13
[15:03:33] 55e5f3ae2c46   ca1.org1.identity.com                                                                                                 0.00%     4.027MiB / 15.49GiB   0.03%     113kB / 0B        852kB / 352kB    13
[15:03:33] 80356d8579e7   orderer3.identity.com                                                                                                 --        -- / --               --        --                --               --
[15:03:33] 0d70ef5caadc   orderer2.identity.com                                                                                                 --        -- / --               --        --                --               --
[15:03:33] 05b342d7b3f5   orderer1.identity.com                                                                                                 0.53%     33.88MiB / 15.49GiB   0.21%     799MB / 809MB     4.37MB / 270MB   15
[15:03:33] a0c0c45b9872   peer2.org3.identity.com                                                                                               --        -- / --               --        --                --               --
[15:03:33] 8faec6f34f3c   peer1.org3.identity.com                                                                                               --        -- / --               --        --                --               --
[15:03:33] 337e8f6db09e   peer2.org2.identity.com                                                                                               3.72%     141.9MiB / 15.49GiB   0.89%     2.27GB / 2.19GB   21.9MB / 577MB   15
[15:03:33] 5e74419647c4   peer1.org2.identity.com                                                                                               3.99%     141.2MiB / 15.49GiB   0.89%     2.29GB / 2.31GB   22MB / 572MB     16
[15:03:33] 865404ecb048   peer2.org1.identity.com                                                                                               3.99%     144.6MiB / 15.49GiB   0.91%     2.32GB / 2.25GB   25.2MB / 575MB   15
[15:03:33] c749ab6484ff   peer1.org1.identity.com                                                                                               --        -- / --               --        --                --               --
[15:03:33]                --                                                                                                                    --        -- / --               --        --                --               --
[15:03:33] 6e440a11eb1b   peer1.org3.identity.com.couchdb                                                                                       --        -- / --               --        --                --               --
[15:03:33] ab4dcccc1078   peer2.org2.identity.com.couchdb                                                                                       --        -- / --               --        --                --               --
